-102.18108816406509,-88.4537590174161,77.94863904649728,-79.44666523356629,-89.68949761725872,-180.0013553948962,0.015042156430692621,-0.19999016720800583,-0.1999857653324667,0.02998866567016583,-4.891615486291908e-07,-2.819470013118295e-05,-0.00013779646105283063,0.9999999901084774
-102.27270387871943,-88.35191666160222,77.74309923038655,-79.19305765091495,-89.5833664733497,-180.00108431591934,0.019819934385460813,-0.19999014035863275,-0.199985732723557,0.029988665670133665,-4.891696024615575e-07,-2.8194700657704342e-05,-0.0001381166923686445,0.9999999900642994
-102.67021973761452,-88.0503475853174,77.3740225915483,-79.05324926212283,-89.39553795459197,-180.00069396219263,0.028355884300336087,-0.19999008665982151,-0.19998566750601565,0.029988665670068488,-4.891856996997552e-07,-2.8194701697344955e-05,-0.00013875715589915693,0.9999999899756356
-102.67021973761452,-88.0503475853174,77.3740225915483,-79.05324926212283,-89.39553795459197,-180.00069396219263,0.028355884300336087,-0.19999008665982151,-0.19998566750601565,0.029988665670068488,-4.891856996997552e-07,-2.8194701697344955e-05,-0.00013875715589915693,0.9999999899756356
-102.97430582682478,-87.85269353680523,77.21668015798897,-79.1766907650698,-89.31534762367713,-180.0005551697565,0.03202977062036272,-0.19999005981038384,-0.1999856348973836,0.02998866567003589,-4.89193750395491e-07,-2.8194702218151863e-05,-0.00013907738811383188,0.9999999899311498
-103.34648001474751,-87.6224278341818,77.07507245794032,-79.42780054030715,-89.24315013482878,-180.00044413580758,0.035353435915261966,-0.19999003296092474,-0.19998560228884368,0.02998866567000334,-4.89201807344916e-07,-2.819470273896315e-05,-0.00013939762062812017,0.9999999898865614
-103.78467815212097,-87.35840226640038,76.94762601405415,-79.80697463401742,-89.17824471246671,-180.0003553086484,0.03835450975950527,-0.1999900061114442,-0.19998556968039674,0.029988665669970816,-4.892098559023366e-07,-2.819470325961161e-05,-0.00013971785344201457,0.9999999898418703
-104.28648120551112,-87.05937215915701,76.83292470339752,-80.31560886399423,-89.12000412700968,-180.00028424692113,0.04105807284433893,-0.19998997926194234,-0.19998553707204236,0.029988665669938262,-4.892179034003098e-07,-2.8194703781349182e-05,-0.00014003808655551389,0.9999999897970768
-105.46997308268058,-86.35093542647971,76.6367870338167,-81.71915045638227,-89.02200883544751,-180.0001819180338,0.045655832546001696,-0.19998992556287437,-0.1999854718556104,0.02998866566987329,-4.892340098303375e-07,-2.8194704824665816e-05,-0.00014067855368131904,0.9999999897071818
-106.14980886905825,-85.9394463112856,76.55317229962058,-82.4823259979131,-88.9910909061766,-180.00014553442938,0.04710751771886368,-0.19998989871330783,-0.19998543924753326,0.02998866566984038,-4.892420614494287e-07,-2.819470533939117e-05,-0.0001409987876936222,0.9999999896620805
-106.14980886905825,-85.9394463112856,76.55317229962058,-82.4823259979131,-88.9910909061766,-180.00014553442938,0.04710751771886368,-0.19998989871330783,-0.19998543924753326,0.02998866566984038,-4.892420614494287e-07,-2.819470533939117e-05,-0.0001409987876936222,0.9999999896620805
-106.88740183134959,-85.48909564361537,76.47791929699358,-83.24554078217365,-88.9620539867382,-180.0001164275459,0.048413931678874644,-0.19998987186372033,-0.19998540663954867,0.029988665669807915,-4.892501119675459e-07,-2.8194705861849258e-05,-0.00014131902200550638,0.9999999896168766
-107.63940893745881,-84.99185748648367,76.41036738506389,-84.00911015291179,-88.97518793097649,-180.00071887093367,0.04753163358344714,-0.19998984501411143,-0.19998537403165664,0.02998866566977549,-4.892581614296407e-07,-2.8194706384275286e-05,-0.0001416392566169872,0.99999998957157
-108.33677648235637,-84.43607781858893,76.34934974123817,-84.77317418466271,-89.10804767874154,-179.99924260918507,0.04144576941688305,-0.1999898181644807,-0.19998534142385718,0.029988665669742624,-4.892662097876187e-07,-2.8194706899823065e-05,-0.00014195949152806054,0.999999989526161
-109.5292749841312,-83.1507024953852,76.2446176368835,-86.3021900494195,-89.55596451425563,-179.9869322012333,0.021504796076089794,-0.19998976446515593,-0.1999852762085355,0.02998866566967783,-4.89282310581387e-07,-2.819470794633487e-05,-0.00014259996224893874,0.9999999894350348
-109.5292749841312,-83.1507024953852,76.2446176368835,-86.3021900494195,-89.55596451425563,-179.9869322012333,0.021504796076089794,-0.19998976446515593,-0.1999852762085355,0.02998866566967783,-4.89282310581387e-07,-2.819470794633487e-05,-0.00014259996224893874,0.9999999894350348
-110.03765592436152,-82.42652362331252,76.19989828350911,-87.0667928691508,-89.79111059807424,-179.979882689181,0.011201053820702578,-0.199989737615461,-0.1999852436010133,0.029988665669645018,-4.892903629968284e-07,-2.819470846269867e-05,-0.0001429201980587562,0.9999999893893179
-111.27734767725195,-80.17052408290017,76.09004198109321,-89.35813279796234,-90.12849972334097,-179.9727326200809,-0.0032873840570160073,-0.1999896570662482,-0.19998514577900198,0.029988665669547145,-4.893145136761819e-07,-2.819471001985552e-05,-0.000143880907285626,0.9999999892515516
